Hotel_Address,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,country
78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom,8/2/2017,7.5,Park Grand London Hyde Park, China ,20,1891,14,11,6.7,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 3 nights ']",1 days,51.5157316,-0.1802179,United Kingdom
78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom,8/2/2017,7.7,Shaftesbury Metropolis London Hyde Park, Germany ,15,2867,23,1,6.3,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1 days,51.5166887,-0.1706147,United Kingdom
78 Bis Avenue Marceau 8th arr 75008 Paris France,7/10/2017,7.4,Radisson Blu Champs Elys es Paris, United States of America ,52,576,21,1,5.0,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24 days,48.8719212,2.2971404,France
78 Rue Blomet 15th arr 75015 Paris France,7/27/2017,9.4,Hotel Eiffel Blomet, India ,22,79,29,1,9.2,"[' Business trip ', ' Couple ', ' Deluxe Twin Room ', ' Stayed 5 nights ']",7 days,48.8416787,2.3022862,France
79 81 avenue du Maine 14th arr 75014 Paris France,7/31/2017,7.5,Holiday Inn Paris Gare Montparnasse, Netherlands ,69,3228,16,5,7.9,"[' Leisure trip ', ' Family with young children ', ' Double Room Non Smoking ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3 days,48.8382916,2.3230188,France
79 rue Saint Dominique 7th arr 75007 Paris France,6/12/2017,8.9,H tel Thoumieux, United Kingdom ,6,127,72,2,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",52 days,48.8595985,2.3088076,France
8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom,8/2/2017,8.4,The Exhibitionist Hotel, United Kingdom ,25,1708,19,4,10.0,"[' Leisure trip ', ' Group ', ' Superior Double Room with Balcony ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.4947754,-0.177789,United Kingdom
8 10 Rue F licien David 16th arr 75016 Paris France,7/31/2017,7.5,Auteuil Tour Eiffel, Netherlands ,6,1266,30,34,10.0,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3 days,48.8506499,2.2750873,France
8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom,7/29/2017,8.8,Ten Manchester Street Hotel, United Arab Emirates ,72,478,2,5,5.4,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 3 nights ']",5 days,51.5188,-0.153839,United Kingdom
8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom,8/3/2017,8.6,Mercure London Hyde Park, United Kingdom ,19,527,13,16,7.5,"[' Business trip ', ' Solo traveler ', ' Standard King Room ', ' Stayed 1 night ']",0 days,51.5151149,-0.1743857,United Kingdom
8 18 London Bridge St Southwark London SE1 9SG United Kingdom,8/2/2017,8.7,London Bridge Hotel, United Kingdom ,15,311,21,3,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']",1 days,51.5052188,-0.088166,United Kingdom
8 Avenue Rapp 7th arr 75007 Paris France,7/12/2017,8.9,Derby Alma, United States of America ,9,509,35,3,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",22 days,48.8605031,2.3006606,France
8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom,7/9/2017,9.4,The Beaumont Hotel, United Arab Emirates ,49,334,10,26,9.2,"[' Leisure trip ', ' Group ', ' Classic King Room ', ' Stayed 1 night ']",25 days,51.513055,-0.152257,United Kingdom
8 bis Avenue de la Soeur Rosalie 13th arr 75013 Paris France,6/27/2017,7.6,Mercure Paris Gobelins Place d Italie, Ireland ,14,199,19,1,7.5,"[' Leisure trip ', ' Family with young children ', ' Standard Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",37 days,48.8321231,2.3536172,France
8 Boulevard Beaumarchais 11th arr 75011 Paris France,7/25/2017,8.9,H tel Original Paris, Hong Kong ,37,148,60,18,10.0,"[' Leisure trip ', ' Solo traveler ', ' Single Room with Sauna Access ', ' Stayed 3 nights ']",9 days,48.8546989,2.3691899,France
8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,8/3/2017,8.3,The Grand at Trafalgar Square, United Kingdom ,10,1592,43,3,9.6,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,51.506935,-0.126012,United Kingdom
8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom,1/28/2016,8.5,Club Quarters Hotel Trafalgar Square, United Kingdom ,0,2494,4,9,8.8,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",553 day,51.506935,-0.126012,United Kingdom
8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom,4/20/2016,8.9,The Laslett, Russia ,6,623,13,26,8.8,"[' Family with young children ', ' Master Bedroom Suite ', ' Stayed 8 nights ']",470 day,51.5095259,-0.1967234,United Kingdom
8 Place Marguerite de Navarre 1st arr 75001 Paris France,8/3/2017,8.4,Novotel Paris Les Halles, United Kingdom ,196,2398,17,2,4.6,"[' Leisure trip ', ' Family with young children ', ' Standard Family Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,48.8607299,2.3465326,France
8 Rue Cambon 1st arr 75001 Paris France,6/27/2017,8.4,Melia Paris Vendome, United States of America ,67,307,12,1,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",37 days,48.8668228,2.3257729,France
8 rue Chambiges 8th arr 75008 Paris France,7/13/2017,8.9,Chambiges Elys es, United Kingdom ,37,858,0,3,8.3,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 2 nights ']",21 days,48.8668048,2.3039465,France
8 rue d Anjou 8th arr 75008 Paris France,2/17/2017,8.6,MARQUIS Faubourg St Honor Relais Ch teaux, United Kingdom ,377,51,3,2,3.8,"[' Leisure trip ', ' Family with young children ', ' Master Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",167 day,48.8698184,2.3208729,France
8 Rue De Bellechasse 7th arr 75007 Paris France,8/3/2017,8.7,H tel Le Bellechasse Saint Germain, United Kingdom ,0,307,39,2,10.0,"[' Leisure trip ', ' Group ', ' Discovery Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",0 days,48.8597024,2.3239701,France
8 rue de Verneuil 7th arr 75007 Paris France,6/15/2017,8.7,Hotel Verneuil Saint Germain, United Kingdom ,88,165,2,2,5.0,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",49 days,48.8573706,2.3314669,France
8 rue Fr d ric Bastiat 8th arr 75008 Paris France,5/10/2016,8.8,Hotel Daniel Paris, United Kingdom ,25,43,51,1,9.6,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",450 day,48.8728492,2.3073663,France
8 Rue Francois 1Er 8th arr 75008 Paris France,7/29/2017,8.4,Residence Du Roy, Argentina ,37,970,11,17,3.8,"[' Leisure trip ', ' Family with young children ', ' One Bedroom Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,48.8657687,2.3090386,France
8 Rue Jean Goujon 8th arr 75008 Paris France,7/29/2017,8.8,La Maison Champs Elys es, Saudi Arabia ,21,372,28,8,8.8,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room ', ' Stayed 5 nights ']",5 days,48.866676,2.3089908,France
8 rue Laferriere 9th arr 75009 Paris France,7/1/2017,8.7,H tel Arvor Saint Georges, Ireland ,0,493,40,1,9.6,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",33 days,48.8785454,2.3384866,France
80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom,8/3/2017,8.6,The Belgrave Hotel, Italy ,35,2685,29,3,10.0,"[' Leisure trip ', ' Couple ', ' Luxury Double Room ', ' Stayed 2 nights ']",0 days,51.4901051,-0.1381355,United Kingdom
81 103 Euston Street Camden London NW1 2EZ United Kingdom,8/3/2017,8.0,TheWesley, United Kingdom ,35,2347,34,2,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",0 days,51.5265353,-0.1361682,United Kingdom
81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France,7/31/2017,8.0,Le M ridien Etoile, United States of America ,20,579,124,2,10.0,"[' Leisure trip ', ' Group ', ' Urban Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",3 days,48.8794646,2.2849548,France
81 Great Eastern Street Islington London EC2A 3HU United Kingdom,8/3/2017,9.0,The Hoxton Shoreditch, New Zealand ,40,1732,21,24,9.2,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",0 days,51.5255136,-0.082927,United Kingdom
81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom,8/2/2017,8.8,The Cavendish London, United Kingdom ,21,1039,11,2,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1 days,51.5077459,-0.1378733,United Kingdom
82 Dalston Lane Hackney London E8 3AH United Kingdom,7/12/2017,8.1,Avo Hotel, United Kingdom ,18,276,27,1,9.6,"[' Leisure trip ', ' Couple ', ' Budget Double Room Second Floor ', ' Stayed 1 night ', ' Submitted from a mobile device ']",22 days,51.5460628,-0.0700817,United Kingdom
82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom,11/7/2015,7.5,Hotel 82 London, United Kingdom ,16,1733,19,6,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",635 day,51.5195857,-0.1584803,United Kingdom
83 avenue Kl ber 16th arr 75016 Paris France,7/31/2017,9.0,La Clef Tour Eiffel, Hong Kong ,63,1258,98,2,9.2,"[' Leisure trip ', ' Family with young children ', ' Deluxe One Bedroom Apartment ', ' Stayed 6 nights ']",3 days,48.8647019,2.2886425,France
84 King Street Hammersmith and Fulham London W6 0QW United Kingdom,8/3/2017,7.8,Best Western Plus Seraphine Hammersmith Hotel, United Kingdom ,36,1717,27,3,7.9,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']",0 days,51.4926269,-0.2288598,United Kingdom
85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France,7/31/2017,9.4,La Chambre du Marais, United Kingdom ,32,301,3,3,7.9,"[' Leisure trip ', ' Couple ', ' Junior Suite with Bath ', ' Stayed 2 nights ']",3 days,48.8636168,2.3607998,France
85 Rue De Bercy 12th arr 75012 Paris France,7/29/2017,8.3,Novotel Paris Centre Bercy, United Kingdom ,0,1330,29,7,9.6,"[' Leisure trip ', ' Family with young children ', ' 2 Adjacent Non Communicating Rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5 days,48.8384558,2.3805885,France
86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom,8/3/2017,8.9,The Zetter Hotel, Jersey ,57,394,37,15,9.2,"[' Leisure trip ', ' Couple ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",0 days,51.522672,-0.1036841,United Kingdom
86 Park Lane Westminster Borough London W1K 7TN United Kingdom,1/23/2017,8.7,Grosvenor House Suites by Jumeirah Living, United Kingdom ,0,303,3,2,10.0,"[' Leisure trip ', ' Couple ', ' One Bedroom Park Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",192 day,51.509841,-0.1552193,United Kingdom
86 Quai D Austerlitz 13th arr 75013 Paris France,7/28/2017,8.4,Hotel OFF Paris Seine, United Kingdom ,173,683,46,2,4.6,"[' Leisure trip ', ' Couple ', ' Room with Dock View Main Deck ', ' Stayed 3 nights ']",6 days,48.8427364,2.3672171,France
86 Rue Saint Denis 1st arr 75001 Paris France,7/28/2017,9.0,Snob Hotel by Elegancia, United States of America ,0,246,44,1,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Courtyard View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6 days,48.8622723,2.3495707,France
88 Bis Avenue Kl ber 16th arr 75016 Paris France,7/6/2017,8.3,Sofitel Paris Baltimore Tour Eiffel, Russia ,30,420,5,13,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe King Suite ', ' Stayed 3 nights ']",28 days,48.8663089,2.289609,France
88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom,8/2/2017,8.4,88 Studios, United Kingdom ,12,955,26,5,10.0,"[' Leisure trip ', ' Family with young children ', ' Family Studio ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1 days,51.4992789,-0.2090733,United Kingdom
88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom,7/30/2017,8.8,Adria Boutique Hotel, Australia ,60,478,10,7,6.3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4 days,51.4933372,-0.1788931,United Kingdom
88 rue du Faubourg Poissoni re 10th arr 75010 Paris France,7/26/2017,8.4,Best Western Premier Faubourg 88, United States of America ,0,728,47,1,9.6,"[' Leisure trip ', ' Family with young children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8 days,48.8776756,2.3493159,France
9 11 rue Balzac 8th arr 75008 Paris France,7/5/2017,7.5,Hotel De Vigny, United States of America ,87,368,27,6,9.0,"[' Leisure trip ', ' Group ', ' Executive Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",29 days,48.8738672,2.3005894,France
9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom,7/30/2017,8.7,Sydney House Chelsea, United Kingdom ,57,585,25,8,7.1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",4 days,51.4910062,-0.1717691,United Kingdom
9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom,8/3/2017,8.6,Radisson Blu Edwardian Bloomsbury Street, Canada ,36,1641,0,1,7.1,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ']",0 days,51.517608,-0.1276253,United Kingdom
9 Carrefour de l Od on 6th arr 75006 Paris France,7/21/2017,9.3,H tel Le Relais Saint Germain, United States of America ,0,107,27,1,10.0,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 4 nights ']",13 days,48.8519208,2.338878,France
9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom,8/3/2017,9.0,Hotel Moonlight, United Kingdom ,0,617,62,1,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']",0 days,51.4940285,-0.1910497,United Kingdom
9 Place Boulnois 17th arr 75017 Paris France,2/4/2017,7.3,Villa Alessandra, Turkey ,125,290,37,2,6.3,"[' Leisure trip ', ' Solo traveler ', ' Triple Room ', ' Stayed 5 nights ']",180 day,48.8794223,2.2957628,France
9 Rue de Constantinople 8th arr 75008 Paris France,7/30/2017,7.7,Ibis Styles Paris Gare Saint Lazare, Belgium ,364,113,6,3,4.6,"[' Business trip ', ' Couple ', ' Standard Double Room 2 Adults ', ' Stayed 4 nights ']",4 days,48.8796596,2.3209155,France
9 rue de la Michodi re 2nd arr 75002 Paris France,8/1/2017,8.6,Golden Tulip Opera de Noailles, Australia ,28,823,15,20,7.1,"[' Leisure trip ', ' Couple ', ' Deluxe Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2 days,48.8696173,2.3346428,France
9 Rue De Li ge 9th arr 75009 Paris France,7/30/2017,8.7,Best Western Premier Op ra Li ge, United Kingdom ,28,641,8,14,7.1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']",4 days,48.8795947,2.3280695,France
9 Rue de Washington 8th arr 75008 Paris France,7/24/2017,8.3,H tel Cristal Champs Elys es, France ,32,604,16,2,8.8,"[' Leisure trip ', ' Group ', ' Privilege Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",10 days,48.8726814,2.3020866,France
9 Rue du Sommerard 5th arr 75005 Paris France,7/3/2017,8.5,Best Western Le Jardin de Cluny, Brazil ,42,516,5,4,5.0,"[' Leisure trip ', ' Group ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",31 days,48.8497553,2.3467616,France
9 rue frochot 9th arr 75009 Paris France,7/19/2017,9.0,Le Pigalle Hotel, Germany ,60,171,55,4,9.6,"[' Leisure trip ', ' Couple ', ' Bunk Bed in Twin Room Pigalle 12 ', ' Stayed 1 night ', ' Submitted from a mobile device ']",15 days,48.8816073,2.3371648,France
9 rue Git le Coeur 6th arr 75006 Paris France,7/13/2017,8.9,Relais H tel du Vieux Paris, France ,34,464,266,1,10.0,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",21 days,48.8538608,2.3429487,France
9 rue Gr goire de Tours 6th arr 75006 Paris France,7/26/2017,9.3,Victoire Germain, United States of America ,8,214,92,3,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']",8 days,48.853299,2.337993,France
9 Rue Littr 6th arr 75006 Paris France,7/10/2017,8.6,Le Littr , United Kingdom ,47,304,55,1,9.6,"[' Leisure trip ', ' Family with young children ', ' 3 rooms ', ' Stayed 5 nights ']",24 days,48.8454447,2.3242814,France
9 Rue Sainte Beuve 6th arr 75006 Paris France,6/20/2017,8.9,Hotel Le Sainte Beuve, Poland ,86,143,12,23,5.8,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 7 nights ']",44 days,48.8438998,2.3294858,France
9 Villa de Saxe 7th arr 75007 Paris France,5/29/2017,8.9,Hotel Villa Saxe Eiffel, United States of America ,24,346,12,1,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",66 days,48.849758,2.3095213,France
90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom,7/20/2017,7.8,Thistle Hyde Park, United Kingdom ,67,617,0,3,7.5,"[' Leisure trip ', ' Family with young children ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",14 days,51.5112451,-0.1808938,United Kingdom
92 rue de Vaugirard 6th arr 75006 Paris France,7/28/2017,8.1,Holiday Inn Paris Saint Germain des Pr s, Australia ,19,1407,18,1,5.8,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6 days,48.846837,2.3258066,France
92 Rue Du Cherche Midi 6th arr 75006 Paris France,7/20/2017,8.9,Hotel Spa La Belle Juliette, Saudi Arabia ,45,303,13,16,7.1,"[' Leisure trip ', ' Couple ', ' Romantic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",14 days,48.8474426,2.3223783,France
92 Rue La Boetie 8th arr 75008 Paris France,7/27/2017,8.5,Rochester Champs Elysees, United Kingdom ,51,570,70,2,9.2,"[' Leisure trip ', ' Couple ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",7 days,48.8724945,2.3091549,France
92 Southampton Row Camden London WC1B 4BH United Kingdom,8/2/2017,8.3,DoubleTree by Hilton London West End, United States of America ,93,1774,9,3,6.3,"[' Leisure trip ', ' Solo traveler ', ' Single Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1 days,51.5201065,-0.1221393,United Kingdom
93 Rue de Lille 7th arr 75007 Paris France,7/24/2017,9.1,Hotel d Orsay Esprit de France, United Kingdom ,68,741,35,11,9.2,"[' Couple ', ' Club Room ', ' Stayed 1 night ']",10 days,48.8603599,2.3230778,France
95 Rue de Richelieu 2nd arr 75002 Paris France,7/31/2017,8.1,Mercure Paris Opera Louvre, Germany ,69,511,17,1,5.8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3 days,48.8710895,2.3393461,France
